epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,3328.37,0.81468,0.68993,0.01178,0.9668,0.96242,0.98661,0.84755,0.65111,0.30913,0.01204,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,3354.08,0.82052,0.67924,0.01222,0.97785,0.95053,0.98699,0.8461,0.66035,0.29582,0.01225,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,3379.62,0.79419,0.63615,0.01173,0.96047,0.95821,0.98528,0.84336,0.65712,0.27521,0.01205,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,3405.08,0.78846,0.66785,0.01162,0.95839,0.95699,0.98649,0.85117,0.64654,0.26912,0.01192,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,3430.84,0.79401,0.66063,0.01153,0.96304,0.94806,0.98392,0.84383,0.64579,0.2817,0.0119,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,3456.45,0.79348,0.67956,0.01173,0.96841,0.94413,0.98432,0.84617,0.64544,0.2739,0.01192,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,3482.09,0.80196,0.64422,0.01153,0.96093,0.95589,0.9859,0.84857,0.65354,0.26657,0.01215,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,3507.56,0.7943,0.64754,0.01182,0.96624,0.95706,0.98464,0.84569,0.65546,0.26782,0.01222,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,3533.19,0.8011,0.65831,0.01191,0.96616,0.95584,0.98357,0.8457,0.65642,0.27221,0.01224,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,3558.78,0.78528,0.64942,0.01141,0.96444,0.95796,0.98574,0.84864,0.64925,0.26739,0.01199,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,3584.21,0.78844,0.65082,0.01131,0.94427,0.96908,0.98635,0.84963,0.63779,0.25837,0.01171,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,3609.65,0.7815,0.65022,0.01147,0.9668,0.95345,0.98815,0.8462,0.63868,0.26135,0.01185,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,3634.89,0.78969,0.66188,0.01153,0.95963,0.94999,0.98563,0.84089,0.65053,0.2857,0.01208,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,3660.28,0.78786,0.64955,0.01149,0.95924,0.94434,0.98177,0.84535,0.6299,0.2928,0.01153,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,3685.82,0.78534,0.62748,0.01166,0.96762,0.95227,0.98598,0.84713,0.6472,0.30054,0.01189,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,3711.3,0.7883,0.64797,0.01129,0.96622,0.95795,0.98758,0.84593,0.64876,0.26133,0.01195,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,3736.94,0.79653,0.64547,0.01155,0.96914,0.94522,0.98557,0.8453,0.65236,0.25964,0.01203,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,3762.62,0.76449,0.61455,0.01108,0.95895,0.96183,0.98718,0.84991,0.64631,0.27213,0.01194,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,3788.3,0.77589,0.61505,0.01131,0.97449,0.95355,0.98718,0.84331,0.65196,0.2517,0.01216,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,3813.81,0.7778,0.64177,0.01137,0.96815,0.95922,0.989,0.84691,0.63896,0.25795,0.01186,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,3839.45,0.7697,0.63072,0.01145,0.97301,0.95494,0.98667,0.84151,0.64996,0.26752,0.01215,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,3865.01,0.78757,0.59965,0.01143,0.96844,0.95668,0.98768,0.84191,0.65189,0.26039,0.01203,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,3890.69,0.78435,0.63981,0.01147,0.9757,0.95786,0.98792,0.84855,0.65184,0.25082,0.01212,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,3916.05,0.77708,0.60506,0.01148,0.95446,0.95343,0.98625,0.84657,0.64572,0.27691,0.01198,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,3941.78,0.77529,0.60739,0.01121,0.95458,0.95464,0.98689,0.84813,0.64518,0.2808,0.01192,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,3967.56,0.77245,0.61166,0.01126,0.96769,0.96449,0.98799,0.84828,0.63702,0.25228,0.01171,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,3993.26,0.78107,0.61937,0.01134,0.96841,0.96083,0.9877,0.846,0.63641,0.25507,0.0118,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,4018.88,0.75634,0.60401,0.01112,0.96425,0.95382,0.98689,0.85052,0.63714,0.26354,0.01188,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,4044.67,0.7666,0.5955,0.01113,0.96041,0.95205,0.98675,0.84971,0.6239,0.26793,0.01146,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,4070.34,0.75915,0.58941,0.011,0.95953,0.95432,0.98731,0.84364,0.63383,0.25612,0.01172,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,4095.85,0.75626,0.58781,0.01102,0.96859,0.96357,0.98877,0.84971,0.63411,0.24393,0.01165,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,4121.21,0.76533,0.58405,0.01104,0.96642,0.96151,0.98801,0.85073,0.6363,0.25467,0.01171,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,4146.64,0.7614,0.59877,0.01095,0.96266,0.96245,0.9849,0.84427,0.63384,0.26024,0.01166,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,4172.12,0.75403,0.57426,0.01109,0.95818,0.96003,0.98566,0.84772,0.63328,0.27236,0.01154,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,4197.63,0.75838,0.56354,0.01116,0.95967,0.96274,0.98461,0.84955,0.62503,0.25973,0.01141,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,4223.11,0.75395,0.58154,0.01112,0.96067,0.95896,0.98669,0.85076,0.62817,0.25266,0.01143,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,4248.61,0.74746,0.56025,0.01097,0.95998,0.96005,0.98472,0.84629,0.63304,0.26541,0.01157,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,4274.19,0.74806,0.5697,0.0109,0.9675,0.95623,0.98339,0.84952,0.63347,0.26523,0.01156,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,4299.93,0.73713,0.55917,0.01058,0.95689,0.96359,0.98413,0.84984,0.62395,0.27038,0.01141,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,4325.56,0.75524,0.5719,0.01069,0.97298,0.95992,0.98672,0.85234,0.61593,0.25132,0.01131,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,4351.32,0.74686,0.58818,0.01088,0.96249,0.95914,0.9866,0.85496,0.62411,0.2645,0.01146,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,4377.07,0.73017,0.55583,0.0105,0.97294,0.95113,0.98836,0.85174,0.6322,0.25904,0.01161,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,4402.74,0.72321,0.54692,0.01057,0.97401,0.95618,0.98834,0.85677,0.62953,0.25513,0.01157,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,4428.48,0.73857,0.57307,0.01073,0.97304,0.96006,0.9885,0.85355,0.62604,0.2451,0.01149,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,4454.12,0.72269,0.57058,0.01044,0.97359,0.93963,0.98716,0.85329,0.62871,0.27019,0.0116,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,4479.81,0.72275,0.53901,0.01059,0.97788,0.9424,0.98763,0.85042,0.63558,0.26053,0.01171,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,4506.06,0.73126,0.53496,0.01047,0.97555,0.9585,0.98769,0.85341,0.6303,0.24359,0.01149,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,4531.66,0.71923,0.51598,0.01034,0.95657,0.96487,0.98727,0.85103,0.62436,0.25728,0.01143,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,4557.25,0.71957,0.54211,0.01033,0.97809,0.95601,0.98785,0.85472,0.62073,0.24514,0.01133,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,4582.86,0.71629,0.53625,0.01034,0.97262,0.96009,0.98783,0.85523,0.62631,0.24165,0.01142,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,4608.55,0.70559,0.53559,0.01039,0.97354,0.95111,0.98837,0.85656,0.6235,0.24038,0.01143,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,4634.28,0.71071,0.52007,0.01013,0.96961,0.96124,0.98929,0.8555,0.62569,0.23965,0.01149,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,4659.96,0.71387,0.51016,0.01025,0.96428,0.96114,0.98891,0.85775,0.61806,0.24269,0.01128,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,4685.48,0.70298,0.525,0.01017,0.9794,0.96656,0.98991,0.85424,0.62721,0.23009,0.01145,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,4710.93,0.70283,0.51658,0.01013,0.97784,0.96196,0.99059,0.86042,0.62934,0.23675,0.01154,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,4736.16,0.70925,0.50875,0.01015,0.96644,0.97108,0.99016,0.85996,0.62759,0.23549,0.01152,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,4761.6,0.71966,0.52678,0.01024,0.97617,0.96294,0.98835,0.85948,0.62591,0.23663,0.01144,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,4786.88,0.71413,0.5282,0.01051,0.97527,0.95041,0.987,0.85591,0.63276,0.24847,0.01162,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,4812.35,0.69737,0.51438,0.01031,0.97438,0.96058,0.98828,0.85901,0.62309,0.25036,0.01142,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,4837.88,0.7073,0.50382,0.01013,0.97049,0.96289,0.98693,0.85258,0.62584,0.26032,0.01146,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,4863.56,0.70238,0.50459,0.01018,0.97316,0.95832,0.98575,0.85585,0.62086,0.25271,0.01137,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,4889.32,0.68533,0.50725,0.00977,0.96662,0.9636,0.98859,0.85714,0.61707,0.26419,0.01127,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,4920.89,0.68888,0.50604,0.01013,0.97143,0.96552,0.98724,0.85559,0.62373,0.25342,0.01139,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,4968.04,0.68295,0.49227,0.00982,0.96178,0.96156,0.98723,0.85398,0.62585,0.25285,0.01143,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,5015.31,0.68851,0.49834,0.0099,0.96725,0.95948,0.98632,0.85339,0.63054,0.25058,0.0115,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,5064.87,0.68457,0.49302,0.01001,0.97751,0.95791,0.98969,0.85689,0.62519,0.24314,0.01142,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,5100.29,0.69947,0.51026,0.01007,0.97476,0.96623,0.99028,0.85541,0.62739,0.22963,0.0115,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,5126.66,0.69582,0.49702,0.0099,0.96854,0.9764,0.99086,0.86171,0.62441,0.22834,0.01143,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,5153.06,0.69596,0.49516,0.01006,0.96656,0.96505,0.98958,0.86213,0.62252,0.23311,0.01141,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,5179.7,0.70251,0.49717,0.01027,0.95944,0.97383,0.98763,0.86012,0.6239,0.24039,0.0114,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,5206.16,0.68987,0.48703,0.00978,0.97768,0.96667,0.98918,0.86273,0.62693,0.23764,0.01145,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,5232.44,0.68476,0.48893,0.00978,0.98088,0.95333,0.98823,0.86354,0.62403,0.23493,0.01145,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,5258.99,0.68322,0.47203,0.00978,0.96137,0.96578,0.98758,0.8528,0.63109,0.2451,0.01158,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,5285.4,0.67973,0.4836,0.00978,0.97132,0.96919,0.98965,0.85868,0.6335,0.23892,0.01164,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,5311.65,0.68917,0.49698,0.0098,0.97047,0.96276,0.98967,0.86062,0.62903,0.23183,0.0115,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,5338.3,0.67051,0.49474,0.00968,0.95542,0.97743,0.98989,0.86461,0.62622,0.2281,0.0114,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,5365.09,0.67072,0.47314,0.00978,0.97078,0.95679,0.98894,0.86384,0.62349,0.23524,0.0113,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,5391.71,0.66904,0.47213,0.00967,0.96542,0.96478,0.98995,0.86353,0.61899,0.23663,0.01123,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,5418.32,0.68117,0.48833,0.00994,0.97726,0.97169,0.99022,0.86389,0.6248,0.23021,0.01135,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,5444.53,0.66346,0.45362,0.0098,0.97712,0.96942,0.99029,0.86443,0.62428,0.22727,0.01137,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
209,5471.14,0.67153,0.4708,0.00955,0.97306,0.96526,0.99063,0.86539,0.62338,0.23057,0.01133,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
210,5498.68,0.66287,0.4566,0.00929,0.97531,0.97141,0.99043,0.86132,0.62854,0.23409,0.0114,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256,0.00654767,0.00218256
211,5525.93,0.65916,0.44544,0.00945,0.9716,0.9679,0.99004,0.85786,0.62718,0.23494,0.01139,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
212,5552.67,0.66022,0.4495,0.00959,0.96853,0.96712,0.98922,0.8612,0.62427,0.2335,0.01135,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869,0.00629606,0.00209869
213,5579.01,0.66052,0.45796,0.0093,0.96655,0.95685,0.9863,0.8552,0.62503,0.24531,0.01142,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
214,5605.38,0.6682,0.46719,0.00963,0.9819,0.9555,0.98868,0.85809,0.62976,0.24011,0.01152,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
215,5631.63,0.66323,0.45832,0.0096,0.97269,0.96579,0.98831,0.85897,0.62878,0.2468,0.01153,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
216,5657.78,0.66386,0.47846,0.00938,0.97461,0.9693,0.98782,0.86173,0.62567,0.238,0.01139,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
217,5684.02,0.65317,0.44766,0.00941,0.97866,0.9594,0.9875,0.85961,0.62508,0.24288,0.01135,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
218,5710.03,0.66443,0.45642,0.0095,0.97975,0.96224,0.98772,0.85881,0.62627,0.24047,0.0114,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498,0.00556495,0.00185498
219,5735.84,0.64242,0.43793,0.00919,0.97494,0.95459,0.98671,0.85949,0.62315,0.24403,0.01135,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
220,5761.82,0.65092,0.444,0.00953,0.9754,0.96588,0.98739,0.85951,0.62416,0.24902,0.01139,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
221,5788.16,0.64623,0.43538,0.00929,0.97587,0.96471,0.98795,0.85642,0.63203,0.24271,0.01158,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
222,5814.29,0.64166,0.41969,0.00934,0.9803,0.95767,0.98838,0.85629,0.63424,0.23747,0.01168,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946,0.00509839,0.00169946
223,5840.51,0.65261,0.4524,0.0092,0.97957,0.96399,0.98808,0.85659,0.63605,0.23743,0.01166,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
224,5866.56,0.6442,0.43846,0.00923,0.97277,0.96331,0.98728,0.85639,0.63483,0.2459,0.01164,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389,0.00487167,0.00162389
225,5892.93,0.63443,0.42867,0.00916,0.97788,0.9582,0.98824,0.85725,0.63587,0.24389,0.01164,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
226,5919.26,0.64423,0.44595,0.00931,0.96823,0.96267,0.98677,0.85876,0.63146,0.25264,0.01152,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
227,5945.58,0.65942,0.4553,0.00973,0.96002,0.96473,0.98639,0.85713,0.62807,0.24657,0.01144,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
228,5971.87,0.636,0.42726,0.00907,0.97504,0.95027,0.9865,0.85937,0.62496,0.24186,0.01138,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729,0.00443186,0.00147729
229,5998.12,0.64335,0.44751,0.00902,0.97969,0.94957,0.98763,0.86016,0.62368,0.24264,0.01137,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
230,6024.49,0.62744,0.42704,0.00894,0.97748,0.95602,0.98777,0.86021,0.62437,0.24258,0.01141,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632,0.00421896,0.00140632
231,6050.83,0.6351,0.42555,0.00903,0.97805,0.94793,0.98757,0.85931,0.62429,0.24853,0.01143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
232,6077.06,0.62403,0.40029,0.00883,0.98621,0.95106,0.98846,0.8581,0.62726,0.24272,0.01148,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
233,6103.22,0.6371,0.44412,0.00909,0.97567,0.9581,0.9893,0.86112,0.62989,0.24178,0.01154,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
234,6129.33,0.62905,0.42048,0.0088,0.97428,0.96183,0.9892,0.85884,0.63063,0.23709,0.01154,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921,0.00380763,0.00126921
235,6155.4,0.6251,0.4209,0.00881,0.97584,0.95666,0.9898,0.85912,0.63006,0.23304,0.01153,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
236,6181.57,0.63051,0.42446,0.00894,0.96749,0.96484,0.99031,0.86069,0.62978,0.23078,0.01151,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
237,6207.67,0.62742,0.40305,0.00892,0.97534,0.96495,0.9899,0.86016,0.62752,0.23015,0.01147,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
238,6233.68,0.63183,0.42197,0.00906,0.97143,0.9704,0.98901,0.85785,0.62611,0.23219,0.01146,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
239,6259.74,0.61523,0.408,0.0088,0.97789,0.968,0.98905,0.85903,0.62476,0.23121,0.01141,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
240,6285.7,0.63587,0.42891,0.00908,0.96986,0.96625,0.98881,0.85981,0.62212,0.24024,0.01135,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605,0.00322816,0.00107605
241,6311.76,0.62706,0.42571,0.00889,0.97361,0.96429,0.98795,0.86,0.6235,0.2413,0.01139,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
242,6337.83,0.61638,0.40802,0.00868,0.97271,0.9667,0.98774,0.85989,0.62359,0.23923,0.01141,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512,0.00304535,0.00101512
243,6363.82,0.62651,0.43718,0.00886,0.97722,0.96091,0.9871,0.85988,0.62487,0.23709,0.01142,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
244,6390.01,0.60998,0.40463,0.00845,0.98392,0.96079,0.98706,0.85841,0.62512,0.23605,0.01144,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
245,6416.13,0.6127,0.39648,0.00877,0.97665,0.966,0.98865,0.8589,0.6261,0.23807,0.01145,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
246,6442.07,0.63271,0.42289,0.00893,0.97909,0.96425,0.98908,0.86276,0.62426,0.23234,0.01144,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
247,6467.99,0.62515,0.43125,0.00881,0.98026,0.96895,0.98927,0.86371,0.62487,0.23077,0.01144,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
248,6493.8,0.61132,0.40684,0.00885,0.98237,0.95689,0.98808,0.86023,0.62513,0.23114,0.01145,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031,0.00252909,0.000843031
249,6520.04,0.60922,0.40569,0.00871,0.98121,0.96547,0.98812,0.86206,0.62381,0.2274,0.01144,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
250,6546.33,0.61038,0.42648,0.00872,0.97635,0.96697,0.98826,0.86187,0.62292,0.23109,0.01139,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
251,6572.49,0.61085,0.39923,0.00875,0.97864,0.96709,0.98979,0.86299,0.6221,0.23009,0.01134,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
252,6598.89,0.61294,0.3975,0.00873,0.97748,0.96951,0.98958,0.86171,0.6224,0.22984,0.01136,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492,0.00221247,0.000737492
253,6625.22,0.61583,0.41361,0.0086,0.98149,0.96337,0.99052,0.86165,0.62383,0.22907,0.01137,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
254,6651.53,0.6158,0.39851,0.00875,0.98041,0.96481,0.99024,0.86233,0.62298,0.23162,0.01137,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548,0.00206264,0.000687548
255,6677.58,0.61337,0.39546,0.00861,0.98334,0.96314,0.98796,0.85978,0.62491,0.2325,0.0114,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
256,6703.66,0.62018,0.40737,0.00874,0.97657,0.9514,0.98666,0.85949,0.62625,0.24384,0.01142,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
257,6729.7,0.61315,0.40452,0.00868,0.97706,0.96523,0.98664,0.85872,0.62648,0.23793,0.01142,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
258,6755.67,0.6023,0.39257,0.00861,0.97893,0.9529,0.98605,0.85738,0.62721,0.24101,0.01142,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422,0.00178027,0.000593422
259,6781.76,0.61444,0.42254,0.00879,0.96964,0.96383,0.98597,0.85643,0.62803,0.23993,0.01145,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
