epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,15122.6,1.0987,0.78661,0.01894,0.96355,0.97308,0.9716,0.65373,1.11558,0.51551,0.02664,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,15194.4,1.10936,0.78722,0.01912,0.96593,0.97343,0.97233,0.65534,1.11577,0.51501,0.02664,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,15266,1.11283,0.7866,0.01929,0.96506,0.97347,0.97283,0.65558,1.11475,0.51574,0.02662,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,15337.3,1.10236,0.7822,0.01886,0.96328,0.97413,0.97209,0.65603,1.11385,0.51422,0.02658,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,15408.9,1.10855,0.797,0.01911,0.96434,0.97499,0.97236,0.65618,1.11361,0.51496,0.02658,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,15480.7,1.09113,0.80889,0.01885,0.96059,0.97284,0.97123,0.65431,1.1116,0.52029,0.02654,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,15552.4,1.09179,0.79084,0.01871,0.96195,0.97301,0.9717,0.6542,1.1113,0.52161,0.02654,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,15624,1.09259,0.79253,0.0189,0.96442,0.97075,0.97342,0.65448,1.11201,0.5212,0.02653,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,15695.8,1.07972,0.78296,0.01873,0.96313,0.97392,0.97308,0.6551,1.11209,0.51911,0.02654,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,15768.1,1.09628,0.79251,0.0188,0.96346,0.97312,0.97366,0.65444,1.11323,0.52121,0.02656,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,15840,1.09631,0.78444,0.01888,0.96488,0.97457,0.97382,0.65379,1.1132,0.52208,0.02657,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,15910.9,1.08715,0.79617,0.01858,0.96359,0.97267,0.97282,0.6531,1.11265,0.52351,0.02655,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,15981.8,1.0721,0.7941,0.01856,0.96487,0.97229,0.97272,0.65473,1.11077,0.5276,0.02649,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,16053.3,1.08713,0.77996,0.0187,0.96577,0.97284,0.97201,0.65401,1.11173,0.52369,0.0265,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,16125.4,1.08453,0.76777,0.01864,0.96468,0.97399,0.97291,0.65349,1.11259,0.52467,0.02652,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,16197.6,1.09671,0.77878,0.01884,0.96509,0.97386,0.97293,0.65359,1.11446,0.52315,0.02657,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,16269.5,1.08967,0.77994,0.01868,0.9647,0.97386,0.97302,0.65436,1.11453,0.51944,0.02658,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,16341.3,1.09047,0.78965,0.01886,0.96389,0.97402,0.97334,0.65411,1.11442,0.51698,0.02657,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,16413,1.08112,0.76679,0.01839,0.9644,0.97253,0.97282,0.65492,1.11563,0.51481,0.02661,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,16484.6,1.07861,0.77233,0.0186,0.96463,0.97139,0.97278,0.6535,1.11551,0.5173,0.02659,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,16555.8,1.07284,0.77675,0.01848,0.96387,0.97251,0.97329,0.65385,1.11478,0.51709,0.02657,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,16627.6,1.07069,0.78647,0.01838,0.96402,0.97369,0.97173,0.65341,1.11459,0.51763,0.02657,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,16699,1.07401,0.79297,0.01834,0.96353,0.9738,0.97261,0.6531,1.11463,0.52008,0.02656,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,16770.6,1.06811,0.79416,0.01839,0.96582,0.97214,0.97229,0.65393,1.11444,0.5187,0.02657,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,16842.1,1.06316,0.77368,0.01818,0.96521,0.97396,0.9719,0.65479,1.11331,0.5198,0.02653,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
