epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,5136.22,1.20525,0.94115,0.02109,0.94849,0.96477,0.96754,0.65054,1.15813,0.50542,0.02779,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
40,5269.95,1.18302,0.96456,0.02081,0.96081,0.9727,0.97176,0.64418,1.19795,0.49979,0.02886,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
41,5402.49,1.18971,0.94725,0.02076,0.95294,0.96514,0.96786,0.64009,1.1532,0.51879,0.02764,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
42,5536.28,1.19023,0.93236,0.02085,0.9514,0.95738,0.96806,0.64609,1.14489,0.5091,0.02748,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072
43,5670.44,1.18813,0.94452,0.02064,0.95834,0.9546,0.96713,0.64083,1.16791,0.51091,0.02808,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
44,5803.23,1.1873,0.91274,0.02091,0.94809,0.97061,0.97104,0.64474,1.15587,0.50504,0.02767,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658
45,5936.82,1.18674,0.93016,0.02089,0.95699,0.96713,0.96678,0.63677,1.18003,0.47841,0.02845,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
46,6070.18,1.17232,0.93799,0.02038,0.96546,0.96414,0.97273,0.6477,1.16297,0.50999,0.02799,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
47,6204.97,1.17665,0.93888,0.02046,0.95486,0.95774,0.96783,0.6496,1.14888,0.49774,0.02759,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
48,6338.21,1.18152,0.91599,0.02075,0.96055,0.96007,0.96947,0.65406,1.12907,0.52595,0.02707,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245
49,6471.69,1.15887,0.91487,0.02008,0.96222,0.95915,0.97006,0.65117,1.13206,0.51931,0.02715,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
50,6606.26,1.16093,0.92331,0.02027,0.95715,0.97095,0.96545,0.64419,1.14729,0.49636,0.02761,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251
51,6740.52,1.17286,0.92062,0.02035,0.96261,0.96471,0.969,0.65177,1.14126,0.5042,0.02733,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
52,6874.42,1.17122,0.91965,0.02037,0.96002,0.96205,0.96896,0.64718,1.145,0.52342,0.02753,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
53,7007.54,1.1583,0.9272,0.02017,0.96275,0.96601,0.96767,0.64868,1.13639,0.51499,0.02725,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,7143,1.16411,0.94538,0.02031,0.94951,0.94863,0.96654,0.64946,1.13148,0.5473,0.02709,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,7276.22,1.17067,0.94704,0.02044,0.96316,0.96822,0.97056,0.64993,1.14234,0.50331,0.02726,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,7409.8,1.16218,0.92117,0.02017,0.95628,0.95989,0.96702,0.64652,1.13691,0.51304,0.02741,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,7543.42,1.17195,0.89929,0.02033,0.96171,0.96762,0.96786,0.64553,1.15366,0.48462,0.02772,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,7677.4,1.17061,0.9192,0.02053,0.96695,0.96231,0.97349,0.65377,1.14492,0.48895,0.02742,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,7811.69,1.16307,0.8915,0.0202,0.95886,0.96866,0.96886,0.64881,1.12545,0.50928,0.02699,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,7945.17,1.16609,0.90222,0.02046,0.95611,0.96214,0.96343,0.64654,1.12259,0.52601,0.02683,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,8079.63,1.15673,0.90146,0.02003,0.96136,0.96702,0.96762,0.64642,1.12476,0.51717,0.02695,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,8212.29,1.16499,0.87664,0.02037,0.95872,0.96728,0.96862,0.64879,1.13757,0.50497,0.0272,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,8346.14,1.17485,0.88775,0.02043,0.96104,0.96568,0.96572,0.64558,1.13069,0.5194,0.02705,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,8479.28,1.15387,0.88823,0.02012,0.95743,0.96852,0.96983,0.64674,1.15911,0.50322,0.02788,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,8613.69,1.16774,0.88914,0.02039,0.96037,0.96463,0.96426,0.64805,1.1255,0.5359,0.02705,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,8748.74,1.16583,0.86505,0.02021,0.95741,0.97495,0.97318,0.65113,1.14794,0.51093,0.02753,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,8883.12,1.17083,0.87774,0.02026,0.96505,0.96934,0.97193,0.65319,1.13817,0.48785,0.02724,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,9016.57,1.17171,0.87489,0.02042,0.96024,0.96707,0.97128,0.65285,1.14645,0.49806,0.02751,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,9149.88,1.15518,0.88496,0.02016,0.96311,0.96257,0.96897,0.65047,1.12762,0.51989,0.02692,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,9283.44,1.15295,0.85673,0.01989,0.96078,0.96947,0.9665,0.64546,1.14218,0.48785,0.02748,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,9418.34,1.14636,0.88002,0.01997,0.96276,0.96374,0.96893,0.6494,1.13621,0.50454,0.02719,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,9551.89,1.15446,0.87488,0.02006,0.94975,0.95699,0.96766,0.64661,1.14065,0.51239,0.02732,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,9649.54,1.15793,0.87628,0.02012,0.96416,0.97109,0.97168,0.65046,1.13425,0.50392,0.02709,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,9788.77,1.15059,0.88209,0.01989,0.96145,0.96782,0.96811,0.65349,1.12972,0.52765,0.02708,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,9924.41,1.1597,0.88524,0.02033,0.95684,0.96878,0.96794,0.64505,1.13767,0.51134,0.02735,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,10063,1.15842,0.87117,0.02021,0.95079,0.96911,0.97066,0.65201,1.14553,0.50008,0.02745,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,10201.3,1.15441,0.89409,0.02012,0.95463,0.95744,0.96684,0.65217,1.13665,0.53227,0.02722,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,10339.1,1.15086,0.88154,0.01992,0.96497,0.9637,0.97223,0.65174,1.13732,0.5202,0.02737,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,10475.3,1.15,0.85379,0.02013,0.963,0.97014,0.97245,0.6536,1.14487,0.49612,0.02741,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,10611.2,1.13879,0.86593,0.01971,0.96014,0.96508,0.97239,0.65504,1.13816,0.50094,0.02727,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,10749.9,1.14646,0.85107,0.01994,0.96103,0.96899,0.97258,0.6567,1.13211,0.50233,0.02706,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,10886.4,1.15471,0.86164,0.02011,0.95798,0.97159,0.97126,0.6569,1.12476,0.51875,0.02687,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,11024,1.13771,0.87091,0.01988,0.96453,0.97001,0.96945,0.65359,1.1187,0.52056,0.02669,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,11161.8,1.16437,0.82998,0.0202,0.96018,0.96795,0.96911,0.65381,1.12263,0.50937,0.02682,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,11299.1,1.16031,0.84991,0.02005,0.96131,0.96959,0.96891,0.65329,1.1237,0.50385,0.02684,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,11437.4,1.14462,0.86707,0.02012,0.95728,0.969,0.96926,0.65508,1.12549,0.50094,0.02697,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,11564,1.14168,0.84663,0.01994,0.96317,0.96846,0.97179,0.65349,1.13059,0.50976,0.02707,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,11692,1.14459,0.84198,0.01961,0.96102,0.97194,0.97168,0.65512,1.12712,0.51162,0.02694,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,11822.5,1.13634,0.86378,0.01977,0.96651,0.97178,0.97121,0.65399,1.12974,0.50534,0.02703,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,11955.2,1.13371,0.85337,0.01971,0.96446,0.96583,0.97145,0.65458,1.1224,0.51561,0.02679,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,12085.2,1.14076,0.8525,0.01985,0.96457,0.97058,0.97045,0.65577,1.11317,0.51685,0.02656,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,12218.4,1.15063,0.84922,0.01989,0.95928,0.96896,0.96879,0.65577,1.12606,0.50239,0.02687,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,12329.8,1.1453,0.85331,0.01966,0.95673,0.97272,0.9704,0.65819,1.12476,0.51403,0.0268,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,12402.5,1.13102,0.8522,0.01955,0.96251,0.9745,0.97287,0.65801,1.12185,0.5041,0.02673,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,12474,1.15135,0.84541,0.01997,0.95499,0.97127,0.96951,0.65429,1.12145,0.50503,0.02673,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,12544.9,1.12802,0.83722,0.01964,0.95679,0.97231,0.97052,0.65632,1.11625,0.51282,0.02663,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,12617.4,1.13472,0.82789,0.02,0.96047,0.97332,0.97133,0.6541,1.11727,0.51062,0.02666,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,12689.7,1.1392,0.82768,0.01983,0.96422,0.97265,0.96967,0.65187,1.1218,0.50457,0.0268,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
99,12761.5,1.128,0.83409,0.01939,0.96394,0.97034,0.96933,0.65461,1.11472,0.5168,0.0266,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
100,12833.7,1.1431,0.83171,0.01974,0.96645,0.97314,0.96974,0.6531,1.1179,0.51213,0.02674,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
101,12905.1,1.13632,0.8215,0.01968,0.96644,0.97176,0.96983,0.65344,1.12404,0.50474,0.02689,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,12976.6,1.13748,0.82761,0.01959,0.96004,0.96985,0.96999,0.65501,1.12554,0.50574,0.02687,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997
103,13048.2,1.13356,0.84235,0.01972,0.96325,0.97006,0.97051,0.65612,1.11403,0.50633,0.0266,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
104,13120,1.13537,0.83188,0.01982,0.96622,0.97199,0.97264,0.65678,1.11242,0.50722,0.02657,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913
105,13192.1,1.12447,0.83104,0.01962,0.96547,0.97308,0.97159,0.65825,1.10613,0.50819,0.02642,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
106,13263.8,1.12154,0.82685,0.01936,0.9657,0.97266,0.97125,0.65947,1.1037,0.5126,0.02631,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
107,13335,1.13705,0.82329,0.01973,0.96625,0.97272,0.97157,0.65693,1.10866,0.51188,0.02645,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
108,13406,1.13111,0.82203,0.01946,0.96483,0.97072,0.97039,0.65466,1.10771,0.511,0.02644,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439
109,13477.8,1.1278,0.82796,0.01952,0.96546,0.97241,0.97206,0.65515,1.11082,0.51299,0.02654,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
110,13550.1,1.13083,0.84016,0.01939,0.96076,0.97325,0.97278,0.65441,1.10998,0.52186,0.02651,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059
111,13621.5,1.11855,0.80833,0.0192,0.96506,0.97286,0.97193,0.65634,1.1108,0.52168,0.0265,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
112,13692.6,1.1438,0.79884,0.01995,0.96318,0.97541,0.9722,0.65579,1.11872,0.51052,0.02669,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
113,13764.1,1.12539,0.8049,0.01954,0.96232,0.97396,0.97147,0.65563,1.11575,0.51386,0.02663,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
114,13835.8,1.12028,0.80925,0.01951,0.96339,0.97277,0.97021,0.65824,1.11763,0.50273,0.02667,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031
115,13907.9,1.11538,0.83078,0.01929,0.96095,0.97194,0.96974,0.654,1.11671,0.51135,0.02668,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
116,13979.3,1.1166,0.81204,0.0194,0.96288,0.97297,0.96994,0.6551,1.11743,0.51107,0.02668,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
117,14051.4,1.12761,0.80964,0.01957,0.96435,0.97209,0.97124,0.65625,1.11824,0.5125,0.02671,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
118,14122.8,1.12869,0.81729,0.01951,0.96449,0.97149,0.97137,0.65894,1.11724,0.51139,0.02667,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,14193.8,1.12146,0.81637,0.01938,0.96478,0.97136,0.97039,0.65817,1.1144,0.5157,0.02659,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,14264.6,1.11082,0.79613,0.0193,0.96312,0.97041,0.97085,0.65747,1.11483,0.51561,0.02663,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,14335.9,1.13698,0.80523,0.01974,0.96344,0.97248,0.972,0.65537,1.11495,0.51639,0.02664,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,14407.3,1.12441,0.8008,0.0193,0.96311,0.972,0.97213,0.65537,1.11681,0.51624,0.02671,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
123,14479.1,1.11436,0.80658,0.01927,0.96222,0.97287,0.97102,0.6551,1.11753,0.51338,0.02671,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
124,14550.3,1.12064,0.80155,0.01926,0.96433,0.97122,0.97153,0.6558,1.11795,0.50972,0.02671,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
125,14622,1.11204,0.82656,0.01928,0.96399,0.97319,0.97111,0.65687,1.11763,0.50951,0.02672,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
126,14693.5,1.09901,0.83109,0.01879,0.96267,0.97166,0.97081,0.65594,1.11476,0.51786,0.02667,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
127,14764.6,1.11631,0.78521,0.01925,0.96413,0.97196,0.97061,0.65581,1.11645,0.51651,0.02668,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
128,14835.8,1.11155,0.79359,0.01917,0.96597,0.97309,0.97228,0.65608,1.11446,0.51615,0.02663,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,14907.4,1.11603,0.79517,0.0193,0.96349,0.97111,0.97112,0.65283,1.11565,0.51777,0.02665,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,14979.1,1.08899,0.8079,0.01868,0.96397,0.97421,0.9709,0.65242,1.11577,0.51831,0.02665,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,15051.1,1.09635,0.7878,0.01885,0.96252,0.97329,0.97145,0.65321,1.11677,0.51699,0.02666,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
