epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
53,2209.62,0.69969,0.3173,0.00683,0.99672,0.99159,0.99493,0.89183,0.50743,0.14854,0.00728,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,2251.49,0.69876,0.31122,0.00688,0.992,0.98695,0.99421,0.88702,0.51797,0.17236,0.00709,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,2293.17,0.70129,0.33069,0.0069,0.99404,0.99026,0.99472,0.87972,0.52194,0.1604,0.00713,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,2335.06,0.68309,0.31906,0.0066,0.99298,0.9935,0.995,0.89013,0.52752,0.15781,0.00732,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,2376.57,0.66554,0.30158,0.00655,0.99034,0.99779,0.99493,0.90405,0.48354,0.14285,0.00667,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,2418.56,0.68711,0.30415,0.00682,0.99726,0.98717,0.99484,0.90106,0.50698,0.15339,0.00735,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,2458.99,0.67147,0.29861,0.00671,0.99888,0.99664,0.995,0.88873,0.52879,0.14613,0.00725,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,2500.53,0.67759,0.28265,0.00675,0.99242,0.99603,0.99486,0.89982,0.48388,0.15116,0.00679,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,2541.54,0.66456,0.29338,0.00637,0.99297,0.99012,0.99467,0.89431,0.51884,0.15387,0.00747,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,2582.96,0.68143,0.33984,0.00694,0.98087,0.98298,0.99333,0.89883,0.52867,0.17861,0.00713,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,2624.88,0.66908,0.31645,0.00645,0.99044,0.98367,0.99441,0.8964,0.49935,0.16526,0.00679,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,2666.86,0.65244,0.28914,0.00638,0.9765,0.99207,0.99414,0.89377,0.49232,0.15962,0.00688,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,2707.63,0.6657,0.30236,0.00651,0.98898,0.99151,0.99492,0.89884,0.49477,0.15083,0.00667,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,2749.1,0.65366,0.29908,0.00639,0.99717,0.9969,0.995,0.90173,0.47416,0.13954,0.00677,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,2790.53,0.66246,0.29197,0.00638,0.99669,0.99775,0.995,0.89574,0.51289,0.13925,0.0072,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,2832.35,0.66945,0.29844,0.00655,0.99163,0.99356,0.99444,0.89382,0.47957,0.15067,0.00668,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,2873.98,0.65889,0.2954,0.00639,0.99668,0.99408,0.995,0.89368,0.49558,0.14254,0.00677,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,2915.61,0.65557,0.29245,0.00632,0.99805,0.99554,0.99492,0.90195,0.4788,0.13929,0.00672,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,2957.1,0.64478,0.27442,0.00627,0.99295,0.99621,0.99493,0.90306,0.48833,0.14083,0.00683,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,2999.25,0.66593,0.28246,0.0064,0.99291,0.99139,0.99469,0.8956,0.51337,0.15316,0.0071,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,3040.35,0.66194,0.29007,0.00626,0.99856,0.99253,0.995,0.90238,0.47343,0.14631,0.00645,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,3081.12,0.64672,0.26866,0.00644,0.99327,0.98684,0.99484,0.9091,0.47891,0.14846,0.00672,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,3122.49,0.63608,0.27664,0.00637,0.99775,0.99714,0.995,0.91256,0.46959,0.13701,0.00643,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,3164.12,0.62919,0.27372,0.00615,0.99321,0.99039,0.99459,0.90382,0.47379,0.14547,0.00655,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,3205.15,0.63817,0.28122,0.00611,0.99361,0.99802,0.995,0.90668,0.48342,0.14182,0.00677,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,3246.67,0.63736,0.27968,0.00632,0.99581,0.99687,0.995,0.9134,0.45342,0.1407,0.00641,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,3288.04,0.62011,0.26818,0.0061,0.9897,0.99597,0.995,0.91228,0.46494,0.14107,0.00632,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,3329.88,0.61888,0.2617,0.00591,0.99589,0.99236,0.99492,0.90299,0.47155,0.14128,0.00661,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,3372.18,0.63184,0.28394,0.00608,0.997,0.9859,0.99486,0.91082,0.45963,0.14342,0.00644,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,3413.57,0.6351,0.27882,0.00624,0.99886,0.98759,0.99492,0.91185,0.4585,0.14317,0.00639,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,3454.84,0.62701,0.26625,0.0062,0.99046,0.99831,0.99485,0.90432,0.46667,0.13663,0.00669,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,3496.89,0.62506,0.26181,0.00581,0.99745,0.99615,0.995,0.90772,0.46237,0.14178,0.00632,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,3538.74,0.62872,0.26855,0.00609,0.99562,0.99706,0.995,0.89727,0.47221,0.16023,0.00679,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,3580,0.62474,0.26771,0.00606,0.99396,0.99927,0.995,0.91242,0.45183,0.13372,0.00635,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,3621.87,0.62045,0.25491,0.00597,0.99144,0.98636,0.99463,0.89952,0.47755,0.15206,0.00675,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,3663.45,0.62463,0.26459,0.00604,0.99314,0.99879,0.995,0.90652,0.48822,0.13888,0.00674,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,3704.76,0.61977,0.25606,0.00598,0.99407,0.99805,0.995,0.91168,0.45722,0.1319,0.00647,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,3746.71,0.61566,0.25412,0.0058,0.99698,0.99818,0.995,0.90452,0.46792,0.13674,0.00654,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,3788.61,0.60938,0.26325,0.00605,0.99782,0.996,0.995,0.89906,0.46772,0.1376,0.00664,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,3829.96,0.61577,0.26191,0.00591,0.99328,0.99573,0.995,0.90488,0.48188,0.14189,0.00682,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,3871.47,0.60319,0.24605,0.00582,0.9887,0.99621,0.99486,0.91461,0.4539,0.14186,0.0064,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,3912.85,0.59481,0.2535,0.00577,0.99749,0.98809,0.995,0.91306,0.45481,0.14407,0.00623,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,3954.08,0.623,0.26531,0.00594,0.99609,0.99497,0.99485,0.90242,0.48373,0.148,0.00721,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,3995.41,0.61196,0.26865,0.00599,0.99705,0.99503,0.995,0.91284,0.46013,0.13551,0.00653,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,4037.34,0.59982,0.26237,0.00582,0.99218,0.9967,0.995,0.91338,0.46078,0.13595,0.00666,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,4080.08,0.59892,0.25966,0.00584,0.99804,0.9982,0.995,0.90721,0.45458,0.13992,0.00645,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
99,4121.83,0.61301,0.26324,0.00597,0.98992,0.99318,0.99477,0.8974,0.45119,0.15358,0.00647,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
100,4163.41,0.59068,0.25017,0.00565,0.99428,0.99152,0.99493,0.91523,0.44456,0.13116,0.00611,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
101,4205.41,0.58487,0.23916,0.00558,0.99709,1,0.995,0.91844,0.43931,0.12424,0.0061,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,4246.83,0.59728,0.24888,0.00571,0.98927,0.99438,0.99477,0.90818,0.44477,0.1637,0.00632,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997
103,4287.76,0.59338,0.25229,0.00574,0.99751,0.99774,0.995,0.92072,0.4321,0.12187,0.00596,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
104,4329.48,0.57893,0.24353,0.00561,0.99516,0.9918,0.99492,0.91717,0.44071,0.13724,0.00618,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913
105,4370.62,0.59314,0.25165,0.00562,0.98901,0.99245,0.99477,0.91707,0.44637,0.13817,0.00621,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
106,4411.72,0.5824,0.24379,0.00572,0.99682,0.99743,0.995,0.92018,0.43151,0.13157,0.00609,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
107,4453.52,0.57859,0.23621,0.00542,0.99565,0.9976,0.995,0.9196,0.4349,0.12787,0.00618,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
108,4495.28,0.57898,0.23352,0.00552,0.99188,0.99861,0.995,0.92134,0.43537,0.12772,0.00607,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439
109,4536.71,0.56224,0.22726,0.00531,0.99635,0.99647,0.995,0.91646,0.44132,0.13029,0.00624,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
110,4579.09,0.57709,0.23351,0.00557,0.99222,0.96986,0.9938,0.91233,0.43092,0.14752,0.00604,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059
111,4620.95,0.56753,0.2395,0.00549,0.99052,0.9926,0.99486,0.91871,0.43148,0.13696,0.00606,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
112,4662.45,0.56439,0.23389,0.00536,0.99661,0.99589,0.995,0.92104,0.43508,0.13201,0.00614,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
113,4704.92,0.56784,0.22848,0.00548,0.9976,0.99485,0.995,0.91032,0.44218,0.1304,0.00612,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
114,4746.76,0.56288,0.22286,0.00543,0.99655,0.99853,0.995,0.91872,0.4374,0.12695,0.00622,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031
115,4788.61,0.55776,0.22498,0.00538,0.99495,0.99974,0.995,0.9202,0.42704,0.12312,0.00594,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
116,4829.89,0.55594,0.2296,0.00527,0.99579,0.99791,0.995,0.91519,0.42859,0.12874,0.00603,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
117,4871.56,0.56209,0.22277,0.00527,0.99688,0.98702,0.99484,0.91213,0.42682,0.13209,0.00601,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
118,4913.93,0.56202,0.22631,0.00522,0.99682,0.99728,0.995,0.91797,0.42994,0.126,0.00598,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,4955.48,0.55521,0.21955,0.00527,0.99072,1,0.99492,0.91437,0.42001,0.12528,0.00595,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,4997.34,0.5441,0.22071,0.00515,0.99552,0.99894,0.995,0.90661,0.43055,0.1262,0.00609,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,5039.47,0.54367,0.21816,0.0051,0.99686,0.9937,0.995,0.91787,0.4355,0.1273,0.00605,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,5081.05,0.54932,0.22934,0.00507,0.99656,0.9967,0.995,0.91827,0.42756,0.12549,0.00598,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
123,5123.12,0.54527,0.21383,0.00523,0.99488,0.99835,0.995,0.91984,0.42788,0.12761,0.00605,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
124,5165.83,0.5409,0.21881,0.0052,0.99752,0.99829,0.995,0.91873,0.43314,0.12146,0.00608,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
125,5208.73,0.54473,0.22539,0.00521,0.99457,0.99781,0.995,0.91862,0.42686,0.12617,0.006,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
126,5253.65,0.54928,0.21866,0.00524,0.9901,0.99849,0.995,0.91233,0.43812,0.13145,0.00609,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
127,5295.81,0.55158,0.22636,0.00522,0.99532,0.99153,0.99485,0.9208,0.42906,0.13094,0.00602,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
128,5338.2,0.54138,0.22797,0.00513,0.99108,0.99746,0.995,0.91928,0.42172,0.13226,0.00586,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,5379.94,0.53756,0.22434,0.0052,0.99041,0.99735,0.995,0.92519,0.40832,0.12536,0.00557,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,5421.86,0.53281,0.21411,0.00517,0.99697,0.99765,0.995,0.92355,0.40961,0.11691,0.00581,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,5463.22,0.53839,0.2132,0.00513,0.99312,0.99677,0.99478,0.92681,0.41845,0.12698,0.00585,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,5505.23,0.52983,0.21336,0.00514,0.9938,0.99888,0.995,0.92636,0.42449,0.12216,0.0059,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
